,index,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
459,74823,2369936,431615,-11,12.0,12.0,Active,0,0
460,74936,2033659,412025,-14,24.0,6.0,Active,0,0
461,75131,2540373,249608,-12,18.0,18.0,Active,0,0
462,75385,1424355,197946,-14,42.0,26.0,Active,0,0
463,75546,2438689,345489,-18,6.0,5.0,Active,0,0
464,76290,2273704,321959,-13,18.0,14.0,Active,0,0
465,76309,2775291,431241,-18,36.0,19.0,Active,0,0
466,76411,2621983,258231,-18,18.0,17.0,Active,0,0
467,76508,2379228,267649,-25,12.0,3.0,Active,0,0
468,76691,2830701,173237,-6,60.0,54.0,Active,0,0
469,77112,1291825,353557,-11,12.0,8.0,Active,0,0
470,77165,1000391,247080,-17,10.0,8.0,Active,0,0
471,77311,2243986,378398,-10,4.0,0.0,Completed,0,0
472,77365,2769988,272566,-18,12.0,12.0,Active,0,0
473,77418,1456603,387545,-17,36.0,16.0,Active,0,0
474,77479,1716810,191472,-4,42.0,13.0,Active,0,0
475,77581,1129573,422603,-12,36.0,31.0,Active,0,0
476,77636,1271162,374732,-26,36.0,16.0,Active,0,0
477,77948,2142310,374994,-5,24.0,17.0,Active,0,0
478,77989,2014864,321253,-6,48.0,8.0,Active,0,0
479,78198,2014864,321253,-19,48.0,21.0,Active,0,0
480,78681,1688473,161912,-19,18.0,10.0,Active,0,0
481,78803,1468523,283409,-73,9.0,7.0,Active,0,0
482,78926,1645135,438773,-16,18.0,16.0,Active,0,0
483,78962,1331738,375021,-18,12.0,8.0,Active,0,0
484,79033,1389054,132490,-5,37.0,12.0,Active,0,0
485,79035,2762849,171603,-5,60.0,45.0,Active,0,0
486,79124,1642323,277726,-15,36.0,29.0,Active,0,0
487,79516,2204219,162332,-10,6.0,1.0,Active,0,0
488,80171,2113912,396433,-33,10.0,10.0,Active,0,0
489,80262,1730719,163881,-16,36.0,20.0,Active,0,0
490,80621,2662956,348729,-8,18.0,14.0,Active,0,0
491,80687,2079933,132125,-3,18.0,11.0,Active,0,0
492,80864,1267967,121039,-11,60.0,54.0,Active,0,0
493,80917,1118652,293228,-9,24.0,7.0,Active,0,0
494,80954,2561982,360108,-74,9.0,6.0,Active,0,0
495,81073,1031948,453370,-12,12.0,7.0,Active,0,0
496,81367,2274544,388368,-24,24.0,23.0,Active,0,0
497,81740,2564442,385910,-42,18.0,18.0,Active,0,0
498,82119,1535983,124033,-12,18.0,11.0,Active,0,0
499,82141,1812066,447263,-12,12.0,0.0,Completed,0,0
500,82173,1209273,183180,-25,12.0,12.0,Active,0,0
501,82209,2680358,345858,-26,24.0,24.0,Active,0,0
502,82252,1545511,432607,-18,24.0,12.0,Active,0,0
503,82371,1481401,267649,-11,18.0,7.0,Active,0,0
504,82711,2800660,320584,-72,10.0,4.0,Active,0,0
505,82794,2765031,281914,-3,18.0,11.0,Active,0,0
506,82839,1758965,258948,-12,24.0,13.0,Active,0,0
507,83090,1354327,236891,-18,6.0,3.0,Active,0,0
508,83353,1561345,391338,-6,18.0,9.0,Active,0,0
509,83501,1215837,433606,-66,7.0,6.0,Active,0,0
510,83702,2403721,166632,-35,4.0,1.0,Active,0,0
511,84136,1800520,241944,-9,36.0,36.0,Active,0,0
512,84164,1535725,385720,-4,16.0,0.0,Completed,0,0
513,84460,2696247,154772,-12,12.0,9.0,Active,0,0
514,84785,1159834,430701,-8,18.0,12.0,Active,0,0
515,85082,1100996,306128,-25,18.0,8.0,Active,0,0
516,85086,2383059,200926,-26,18.0,11.0,Active,0,0
517,85168,1535983,124033,-18,18.0,17.0,Active,0,0
518,85288,1758965,258948,-18,24.0,19.0,Active,0,0
519,85341,1193677,204066,-8,30.0,6.0,Active,0,0
520,85536,1561040,398101,-10,60.0,58.0,Active,0,0
521,85587,1821191,270077,-2,36.0,31.0,Active,0,0
522,85673,1678828,379048,-3,48.0,46.0,Active,0,0
523,85701,1442983,401120,-3,10.0,0.0,Active,0,0
524,85745,1075671,354577,-12,25.0,13.0,Active,0,0
525,86198,1356244,264078,-17,3.0,0.0,Completed,0,0
526,86204,2523926,427667,-18,36.0,12.0,Active,0,0
527,87170,2772402,167443,-14,48.0,47.0,Active,0,0
528,87312,1474822,146621,-42,24.0,20.0,Active,0,0
529,87379,1443109,320745,-3,36.0,22.0,Active,0,0
530,87482,1396341,367502,-23,36.0,30.0,Active,0,0
531,87735,1363436,413731,-95,4.0,4.0,Active,0,0
532,87821,1075671,354577,-18,25.0,19.0,Active,0,0
533,88053,2304135,371106,-11,42.0,26.0,Active,0,0
534,88065,1589497,228387,-8,12.0,8.0,Active,0,0
535,88318,2204320,399174,-18,12.0,7.0,Active,0,0
536,88327,2189269,185448,-14,12.0,10.0,Active,0,0
537,88360,2216538,437972,-18,36.0,20.0,Active,0,0
538,88421,1092548,223606,-8,60.0,30.0,Active,0,0
539,88501,2572387,423672,-96,4.0,4.0,Active,0,0
540,88515,1453059,268441,-87,10.0,10.0,Active,0,0
541,88526,1312165,125387,-96,4.0,2.0,Active,0,0
542,88623,1372348,354257,-17,18.0,15.0,Active,0,0
543,88655,1406458,403946,-17,24.0,17.0,Active,0,0
544,88703,1678743,262562,-3,60.0,57.0,Active,0,0
545,88940,1136455,168364,-72,12.0,7.0,Active,0,0
546,89012,1273223,437062,-16,18.0,14.0,Active,0,0
547,89027,2833140,454600,-16,60.0,55.0,Active,0,0
548,89236,1817744,390094,-9,36.0,19.0,Active,0,0
549,89336,1584729,438975,-35,14.0,10.0,Active,0,0
550,89386,2511096,199136,-33,12.0,7.0,Active,0,0
551,89532,2513751,215007,-9,24.0,24.0,Active,0,0
552,89538,2715129,288210,-15,18.0,18.0,Active,0,0
553,89578,1380779,350511,-17,18.0,13.0,Active,0,0
554,90005,1923288,285137,-26,12.0,3.0,Active,0,0
555,90111,2665916,217106,-89,8.0,3.0,Active,0,0
556,90170,1954925,370957,-34,10.0,5.0,Active,0,0
557,90448,2188855,417555,-3,12.0,3.0,Active,0,0
558,90566,1620080,271028,-12,42.0,29.0,Active,0,0
559,90595,1380779,350511,-11,18.0,7.0,Active,0,0
560,90619,2539176,141739,-3,18.0,8.0,Active,0,0
561,90698,1728537,167947,-26,36.0,30.0,Active,0,0
562,90956,1263129,153174,-57,12.0,12.0,Active,0,0
563,90991,1885176,395818,-73,18.0,12.0,Active,22,0
564,91463,2532046,145281,-12,60.0,38.0,Active,0,0
565,91507,2497508,224379,-17,19.0,0.0,Completed,0,0
566,91750,1410701,439225,-9,36.0,36.0,Signed,0,0
567,92023,1595723,383997,-3,24.0,20.0,Active,0,0
568,92416,1183049,245326,-75,10.0,3.0,Active,0,0
569,92434,2270059,409366,-73,10.0,5.0,Active,0,0
570,92473,1945508,363136,-6,24.0,16.0,Active,0,0
571,92484,1270777,278750,-6,60.0,47.0,Active,0,0
572,92531,2824940,364872,-48,7.0,0.0,Completed,0,0
573,92792,1844696,135899,-6,12.0,0.0,Completed,0,0
574,92857,1486645,454966,-11,3.0,0.0,Completed,0,0
575,93067,2837647,385910,-26,18.0,12.0,Active,0,0
576,93560,2691389,350681,-12,30.0,24.0,Active,0,0
577,94000,1746422,182726,-17,6.0,1.0,Active,0,0
578,94047,2332947,441000,-5,30.0,12.0,Active,0,0
579,94088,2340340,309471,-1,24.0,18.0,Active,0,0
580,94265,1547804,121612,-18,10.0,7.0,Active,0,0
581,94268,1897591,308327,-9,6.0,4.0,Active,0,0
582,94283,2052275,288210,-15,6.0,6.0,Active,0,0
583,94660,1383823,285674,-76,6.0,2.0,Active,0,0
584,95077,1606384,213531,-18,12.0,11.0,Active,0,0
585,95148,1343515,377725,-2,36.0,27.0,Active,0,0
586,95222,2755004,143550,-18,36.0,21.0,Active,0,0
587,95269,1386716,444792,-74,12.0,8.0,Active,0,0
588,95447,1712129,188120,-48,12.0,3.0,Active,0,0
589,95580,1239688,200663,-13,12.0,5.0,Active,0,0
590,96343,2122844,377473,-17,1.0,0.0,Active,0,0
591,96428,2259171,231757,-23,6.0,0.0,Completed,0,0
592,96687,1004967,348027,-6,24.0,18.0,Active,0,0
593,96715,1730719,163881,-4,36.0,8.0,Active,0,0
594,97101,2422187,353635,-34,10.0,0.0,Completed,0,0
595,97174,2144409,399738,-38,18.0,7.0,Active,0,0
596,97178,1390849,416858,-4,48.0,48.0,Active,0,0
597,97875,2128372,268851,-16,18.0,18.0,Active,0,0
598,97914,1194084,270719,-11,11.0,0.0,Completed,0,0
599,98325,2379887,115827,-18,36.0,32.0,Active,0,0
600,98383,2789992,112357,-17,12.0,8.0,Active,0,0
601,98435,1510541,298443,-12,12.0,9.0,Active,0,0
602,98482,1389054,132490,-17,36.0,24.0,Active,0,0
603,98774,1472566,378112,-3,48.0,40.0,Active,0,0
604,98793,2221287,145869,-4,24.0,20.0,Active,0,0
605,98831,1716810,191472,-10,42.0,19.0,Active,0,0
606,99112,1597398,357372,-8,18.0,5.0,Active,0,0
607,99200,2702566,403946,-65,10.0,7.0,Active,0,0
608,99345,2341904,212327,-12,18.0,0.0,Completed,0,0
609,99379,1056182,241277,-3,60.0,59.0,Active,0,0
610,99420,2318740,183180,-17,4.0,0.0,Completed,0,0
611,99427,2727965,199106,-16,12.0,11.0,Active,0,0
612,99576,2107249,450713,-15,48.0,27.0,Active,0,0
613,99585,1517461,378112,-17,12.0,9.0,Active,0,0
614,99936,1389054,132490,-3,37.0,10.0,Active,0,0
615,99946,1078587,341372,-3,12.0,2.0,Active,0,0
616,99961,2598085,400813,-4,18.0,9.0,Active,0,0
617,100022,1136852,435229,-41,12.0,12.0,Active,0,0
618,100065,2106809,235571,-10,10.0,0.0,Completed,0,0
619,100320,1305732,156573,-38,12.0,11.0,Active,0,0
620,100357,1033968,235303,-35,6.0,6.0,Active,0,0
621,100471,2096026,266596,-17,42.0,34.0,Active,0,0
622,100744,1745607,173237,-18,30.0,29.0,Active,0,0
623,101013,1462993,345539,-33,8.0,7.0,Active,0,0
624,101089,2042873,291713,-26,18.0,17.0,Active,0,0
625,101177,2346494,158251,-72,12.0,6.0,Active,0,0
626,101245,2269449,207107,-17,60.0,52.0,Active,0,0
627,101337,2048826,149959,-12,12.0,10.0,Active,0,0
628,101636,1041745,258948,-18,18.0,4.0,Active,0,0
629,101699,1387242,188492,-12,54.0,41.0,Active,0,0
630,101806,2242636,297543,-9,6.0,5.0,Active,0,0
631,101998,2014864,321253,-4,48.0,6.0,Active,0,0
632,102358,2430653,261606,-16,18.0,11.0,Active,0,0
633,102536,2450470,205515,-12,12.0,10.0,Active,0,0
634,102615,2014864,321253,-18,48.0,20.0,Active,0,0
635,102679,2073692,385136,-17,18.0,9.0,Active,0,0
636,102778,1893695,340889,-8,12.0,11.0,Active,0,0
637,102780,1948237,293545,-10,12.0,8.0,Active,0,0
638,103135,1948072,167109,-10,19.0,0.0,Completed,0,0
639,103317,2439860,372622,-25,24.0,24.0,Signed,0,0
640,103773,2668178,312825,-17,12.0,1.0,Active,0,0
641,103827,2035712,196085,-66,12.0,11.0,Active,0,0
642,103906,1949783,423721,-18,48.0,35.0,Active,0,0
643,104084,2766011,107037,-26,12.0,12.0,Active,0,0
644,104102,1598124,401077,-17,12.0,4.0,Active,0,0
645,104122,2702882,242192,-8,12.0,0.0,Completed,0,0
646,104131,1159834,430701,-2,18.0,6.0,Active,0,0
647,104364,2567555,339788,-26,12.0,2.0,Active,0,0
648,104499,1319526,183425,-12,30.0,6.0,Active,0,0
649,104557,1267967,121039,-17,60.0,60.0,Active,0,0
650,104585,2435541,452772,-10,18.0,5.0,Active,0,0
651,104629,1456270,257148,-11,10.0,6.0,Active,0,0
652,104648,1237787,300175,-17,10.0,5.0,Active,0,0
653,104813,1420475,119034,-8,24.0,15.0,Active,0,0
654,104854,1783769,120525,-10,60.0,43.0,Active,0,0
655,104857,1362137,232683,-8,24.0,14.0,Active,0,0
656,104991,2662956,348729,-2,10.0,0.0,Completed,0,0
657,105261,1404753,364352,-6,36.0,33.0,Active,0,0
658,106019,1181578,390642,-17,8.0,0.0,Completed,0,0
659,106220,2560241,384524,-18,24.0,12.0,Active,0,0
660,106291,1629703,309790,-12,36.0,35.0,Active,0,0
661,106785,1660215,140145,-33,12.0,10.0,Active,0,0
662,106901,2571122,249294,-5,18.0,18.0,Active,0,0
663,106920,1276206,365481,-9,30.0,8.0,Active,0,0
664,107894,1186754,122001,-33,10.0,6.0,Active,0,0
665,107999,1535725,385720,-10,19.0,8.0,Active,0,0
666,108146,2270471,162332,-18,18.0,5.0,Active,0,0
667,108203,1423196,176938,-12,18.0,5.0,Active,0,0
668,108315,1536009,303748,-72,8.0,2.0,Active,0,0
669,108423,1220169,296795,-11,18.0,5.0,Active,0,0
670,108562,2395363,255405,-17,12.0,5.0,Active,0,0
671,109034,1561345,391338,-12,18.0,15.0,Active,0,0
672,109147,1100639,373549,-11,9.0,0.0,Completed,0,0
673,109230,2826826,410801,-3,60.0,56.0,Active,0,0
674,109322,2680358,345858,-18,24.0,16.0,Active,0,0
675,109416,2006237,166573,-12,36.0,15.0,Active,0,0
676,109488,1305859,387408,-14,24.0,13.0,Active,0,0
677,109652,1673007,228354,-18,24.0,12.0,Active,0,0
678,109743,1830164,156577,-16,36.0,34.0,Active,0,0
679,109819,2642944,115196,-2,30.0,9.0,Active,0,0
680,110021,1856043,435769,-12,36.0,35.0,Active,0,0
681,110210,2835221,391855,-9,60.0,22.0,Active,0,0
682,110242,2335136,243931,-4,36.0,25.0,Active,0,0
683,110414,1776604,349186,-3,12.0,7.0,Active,0,0
684,110448,2350301,218320,-13,36.0,34.0,Active,0,0
685,110458,2676960,247537,-13,48.0,12.0,Active,0,0
686,110474,1577865,144559,-11,36.0,17.0,Active,0,0
687,110620,1292812,223350,-17,36.0,33.0,Active,0,0
688,110677,2762584,431356,-11,6.0,1.0,Active,0,0
689,110705,2764417,167939,-5,36.0,16.0,Active,0,0
690,110822,2627202,374341,-6,60.0,43.0,Active,0,0
691,110895,2056478,403860,-12,10.0,0.0,Completed,0,0
692,110949,2006237,166573,-13,36.0,16.0,Active,0,0
693,111116,1305859,387408,-3,24.0,2.0,Active,0,0
694,111191,1109838,360472,-18,24.0,24.0,Active,0,0
695,111242,2575557,200987,-5,60.0,47.0,Active,0,0
696,111572,1125646,453205,-4,24.0,10.0,Active,0,0
697,111669,2100917,309471,-77,12.0,3.0,Active,0,0
698,112000,2249656,221918,-94,6.0,3.0,Active,0,0
699,112227,2216276,404555,-26,24.0,16.0,Active,0,0
700,112255,1911855,410660,-13,48.0,26.0,Active,0,0
701,112346,2539439,337510,-12,12.0,0.0,Active,0,0
702,112472,2140076,199865,-13,12.0,8.0,Active,0,0
703,112576,1869299,180126,-5,12.0,9.0,Active,0,0
704,112625,1547996,154402,-13,24.0,1.0,Active,0,0
705,112692,2245752,284706,-13,24.0,14.0,Active,0,0
706,112752,1618306,441565,-71,6.0,1.0,Active,0,0
707,112962,1257245,410707,-5,48.0,46.0,Active,0,0
708,113129,1434542,206702,-12,36.0,21.0,Active,0,0
709,113314,2293559,147925,-7,18.0,10.0,Active,0,0
710,113610,2719793,109021,-25,36.0,21.0,Active,0,0
711,113791,1916046,395547,-62,12.0,6.0,Active,0,0
712,113856,1393001,311801,-7,36.0,4.0,Active,0,0
713,113967,1873049,446660,-40,16.0,6.0,Active,0,0
714,114133,1736594,174444,-13,24.0,10.0,Active,0,0
715,114279,1995361,405353,-47,12.0,1.0,Active,0,0
716,114337,2082461,168364,-3,24.0,6.0,Active,0,0
717,114677,1434542,206702,-6,36.0,15.0,Active,0,0
718,114756,1497362,102582,-13,18.0,18.0,Active,0,0
719,114841,1902936,384646,-63,12.0,1.0,Active,0,0
720,115114,1650138,451528,-18,36.0,28.0,Active,0,0
721,115116,2331760,315503,-18,36.0,26.0,Active,0,0
722,115224,1265303,349394,-12,42.0,31.0,Active,0,0
723,115511,1239408,299672,-7,12.0,11.0,Active,0,0
724,115712,2174428,197641,-16,36.0,24.0,Active,0,0
725,115861,2464604,376088,-12,12.0,12.0,Active,0,0
726,116114,1471695,242491,-7,36.0,25.0,Active,0,0
727,116174,1652123,259897,-19,35.0,14.0,Active,0,0
728,116283,1305389,415999,-3,12.0,1.0,Active,0,0
729,116380,1911855,410660,-19,48.0,32.0,Active,0,0
730,116743,2827417,132109,-12,36.0,15.0,Active,0,0
731,116781,1723256,333071,-10,12.0,12.0,Active,0,0
732,116964,2770578,316697,-7,12.0,9.0,Active,0,0
733,116985,1869299,180126,-6,12.0,10.0,Active,0,0
734,117082,2028990,398852,-12,12.0,9.0,Active,0,0
735,117241,1129782,306896,-6,24.0,23.0,Active,0,0
736,117271,1931743,452772,-4,24.0,0.0,Completed,0,0
737,117441,2641532,441121,-18,24.0,21.0,Active,0,0
738,117446,1549753,340701,-17,24.0,20.0,Active,0,0
739,117462,1313563,411827,-41,10.0,7.0,Active,0,0
740,117726,1052084,276487,-11,60.0,54.0,Active,0,0
741,117803,2665034,220313,-1,61.0,18.0,Active,0,0
742,117894,1457163,178058,-11,24.0,20.0,Active,0,0
743,118009,2425957,354577,-26,12.0,3.0,Active,0,0
744,118305,1645606,186568,-17,12.0,8.0,Active,0,0
745,118565,2675185,273364,-20,42.0,28.0,Active,0,0
746,118611,2240965,252397,-21,24.0,16.0,Active,0,0
747,118659,2760098,112191,-10,12.0,5.0,Active,0,0
748,118900,2675185,273364,-12,42.0,19.0,Active,0,0
749,119008,1717075,207107,-25,60.0,59.0,Active,0,0
750,119076,1007134,261869,-2,48.0,27.0,Active,0,0
751,119133,2775291,431241,-17,36.0,18.0,Active,0,0
752,119464,1277222,320710,-2,18.0,6.0,Active,0,0
753,119563,2701633,149838,-39,6.0,4.0,Active,0,0
754,119587,2037238,423672,-42,12.0,8.0,Active,0,0
755,119661,1007134,261869,-16,48.0,41.0,Active,0,0
756,119695,1001243,416749,-12,18.0,8.0,Active,0,0
757,119793,2054412,266117,-41,5.0,0.0,Completed,0,0
758,119823,2288004,267242,-4,18.0,3.0,Active,0,0
759,119955,2643168,213018,-17,12.0,9.0,Active,0,0
760,120069,2745033,154155,-74,10.0,7.0,Active,0,0
761,120585,2014864,321253,-12,48.0,14.0,Active,0,0
762,120651,1665841,125917,-10,8.0,7.0,Active,0,0
763,120709,2073692,385136,-25,18.0,17.0,Active,0,0
764,120761,1387242,188492,-4,54.0,33.0,Active,0,0
765,120986,1762312,118531,-18,12.0,9.0,Active,0,0
766,121015,2007825,110343,-18,18.0,4.0,Active,0,0
767,121033,2696399,424359,-18,48.0,41.0,Active,0,0
768,121074,1568053,408186,-10,12.0,12.0,Active,0,0
769,121209,1288568,163352,-25,18.0,4.0,Active,0,0
770,121316,2369936,431615,-4,12.0,5.0,Active,0,0
771,121556,1007149,221763,-25,36.0,19.0,Active,0,0
772,121565,2194486,283477,-26,36.0,36.0,Active,0,0
773,121657,1474452,231757,-4,18.0,3.0,Active,0,0
774,121729,2288004,267242,-12,18.0,12.0,Active,0,0
775,122310,2225889,220941,-9,24.0,6.0,Active,0,0
776,122545,1209858,176137,-6,42.0,19.0,Active,0,0
777,122662,2523163,341456,-91,10.0,7.0,Active,0,0
778,122681,2642514,327957,-86,6.0,4.0,Active,0,0
779,122752,2362627,293545,-10,54.0,42.0,Active,0,0
780,123033,2561803,158485,-11,24.0,16.0,Active,0,0
781,123322,1007134,261869,-8,48.0,33.0,Active,0,0
782,123341,2154564,182918,-10,12.0,12.0,Active,0,0
783,123465,2107249,450713,-9,27.0,0.0,Completed,0,0
784,123481,1209858,176137,-12,42.0,25.0,Active,0,0
785,123790,1760000,273023,-12,60.0,46.0,Active,0,0
786,124549,1561345,391338,-1,18.0,4.0,Active,0,0
787,124591,2653025,306128,-6,60.0,58.0,Active,0,0
788,124990,1639094,174702,-23,6.0,0.0,Completed,0,0
789,125323,2159394,378398,-5,6.0,1.0,Active,0,0
790,125336,1428938,184826,-4,36.0,25.0,Active,0,0
791,125447,2818995,454648,-10,6.0,0.0,Completed,0,0
792,125524,1860858,124734,-22,24.0,23.0,Active,0,0
793,125832,2446775,174669,-10,16.0,0.0,Completed,0,0
794,125945,2138167,351937,-22,6.0,2.0,Active,0,0
795,126414,2567819,442937,-5,18.0,0.0,Completed,0,0
796,126547,1267792,419705,-19,24.0,20.0,Active,0,0
797,126588,2486965,334555,-19,36.0,22.0,Active,0,0
798,126770,1799693,332829,-19,17.0,0.0,Completed,0,0
799,126955,2641620,394218,-13,18.0,6.0,Active,0,0
800,127147,1598090,133675,-6,36.0,33.0,Active,0,0
801,127187,1205836,189007,-87,12.0,8.0,Active,0,0
802,127402,2574845,362318,-23,12.0,11.0,Active,0,0
803,127482,2056478,403860,-19,24.0,20.0,Active,0,0
804,127570,2627202,374341,-12,60.0,49.0,Active,0,0
805,127789,1388639,121850,-19,30.0,17.0,Active,0,0
806,127977,1176842,114003,-23,1.0,0.0,Completed,0,0
807,128174,2378087,336665,-15,5.0,0.0,Completed,0,0
808,128273,1750139,412801,-13,60.0,58.0,Active,0,0
809,128360,1391126,412644,-71,12.0,6.0,Active,0,0
810,128459,1336819,164777,-19,24.0,17.0,Active,0,0
811,128567,1445207,328856,-23,4.0,0.0,Completed,0,0
812,128750,1009883,437709,-23,18.0,17.0,Active,0,0
813,128818,2366183,267158,-42,12.0,6.0,Active,0,0
814,128869,1720148,361523,-42,12.0,6.0,Active,0,0
815,128872,2077020,330200,-48,6.0,0.0,Completed,0,0
816,129062,1799823,313509,-3,36.0,17.0,Active,0,0
817,129180,1012063,156590,-11,42.0,35.0,Active,0,0
818,129550,1267792,419705,-13,24.0,14.0,Active,0,0
819,129636,2486965,334555,-13,36.0,16.0,Active,0,0
820,129676,1729614,394786,-11,36.0,33.0,Active,0,0
821,129679,2567819,442937,-18,18.0,13.0,Active,0,0
822,129788,2497497,113240,-9,60.0,46.0,Active,0,0
823,129902,2437722,288579,-18,24.0,18.0,Active,0,0
824,129945,2345875,116871,-11,12.0,10.0,Active,0,0
825,130029,2642944,115196,-5,30.0,12.0,Active,0,0
826,130032,2013692,418549,-7,36.0,17.0,Active,0,0
827,130119,2642944,115196,-11,30.0,18.0,Active,0,0
828,130417,2098883,252782,-26,36.0,30.0,Active,0,0
829,130847,1973630,453370,-60,6.0,3.0,Active,0,0
830,131228,2766011,107037,-19,12.0,5.0,Active,0,0
831,131356,1445390,134131,-17,12.0,9.0,Active,0,0
832,131559,1358689,420258,-6,36.0,27.0,Active,0,0
833,131619,2371179,367964,-56,12.0,11.0,Active,0,0
834,132026,1488374,294069,-81,9.0,6.0,Active,0,0
835,132266,1389823,440637,-10,12.0,6.0,Active,0,0
836,132284,2360829,151481,-18,18.0,4.0,Active,0,0
837,132727,1118652,293228,-23,24.0,21.0,Active,0,0
838,132938,2053805,364872,-82,10.0,8.0,Active,0,0
839,132968,1545511,432607,-19,24.0,13.0,Active,0,0
840,133056,1180120,275884,-17,12.0,10.0,Active,0,0
841,133105,1614286,384154,-18,24.0,14.0,Active,0,0
842,133264,1760000,273023,-25,60.0,60.0,Active,0,0
843,133665,2435541,452772,-11,18.0,6.0,Active,0,0
844,133995,2383059,200926,-19,14.0,0.0,Completed,0,0
845,134241,1035077,301720,-12,12.0,10.0,Active,0,0
846,134391,1614286,384154,-5,24.0,1.0,Active,0,0
847,134401,2631225,235061,-5,48.0,39.0,Active,0,0
848,134570,1336677,455024,-96,10.0,10.0,Active,0,0
849,134584,2465331,337512,-95,7.0,3.0,Active,0,0
850,134585,1057289,154188,-86,10.0,9.0,Active,0,0
851,134665,1523813,437180,-13,6.0,6.0,Active,0,0
852,134717,1736953,218320,-6,18.0,4.0,Active,0,0
853,135168,1758965,258948,-6,17.0,0.0,Completed,0,0
854,135703,2094765,178107,-82,8.0,1.0,Active,0,0
855,136036,2560241,384524,-19,24.0,13.0,Active,0,0
856,136100,1181369,245326,-11,36.0,34.0,Active,0,0
857,136202,2464441,157620,-6,24.0,5.0,Active,0,0
858,136614,1100996,306128,-18,18.0,1.0,Active,0,0
859,137049,2668178,312825,-18,12.0,2.0,Active,0,0
860,137188,2663273,305991,-19,18.0,17.0,Active,0,0
861,137255,1602822,309204,-18,23.0,5.0,Active,0,0
862,137291,2595757,108123,-9,60.0,52.0,Active,0,0
863,137379,2762849,171603,-18,60.0,59.0,Active,0,0
864,137744,2106809,235571,-17,12.0,8.0,Active,0,0
865,138285,1030756,197582,-47,12.0,1.0,Active,0,0
866,138563,1128045,301939,-95,8.0,4.0,Active,0,0
867,138780,1415194,298182,-5,8.0,0.0,Completed,0,0
868,138784,2518254,212691,-5,48.0,4.0,Active,0,0
869,138841,1236543,306382,-60,18.0,17.0,Active,0,0
870,139011,1205505,311888,-17,12.0,8.0,Active,0,0
871,139084,2188657,138285,-6,12.0,5.0,Active,0,0
872,139163,2384952,430540,-47,10.0,1.0,Active,0,0
873,139177,2593569,266699,-44,10.0,1.0,Active,0,0
874,139513,2609075,245255,-56,6.0,4.0,Active,0,0
875,139664,2260065,433300,-5,30.0,2.0,Active,0,0
876,140029,1221266,453145,-18,30.0,18.0,Active,0,0
877,140094,2322463,300930,-57,12.0,10.0,Active,0,0
878,140097,1979021,362382,-56,6.0,6.0,Signed,0,0
879,140109,2140217,204066,-62,9.0,9.0,Active,0,0
880,140375,1156333,113240,-44,14.0,4.0,Active,0,0
881,140688,1987506,319536,-88,8.0,4.0,Active,0,0
882,140949,1690077,431356,-16,12.0,12.0,Active,0,0
883,141006,2353536,194446,-9,36.0,36.0,Active,0,0
884,141493,2463319,349552,-66,14.0,11.0,Active,0,0
885,141604,2605289,346261,-76,10.0,6.0,Active,0,0
886,141743,1649128,366674,-6,12.0,6.0,Active,0,0
887,141823,2260065,433300,-18,30.0,15.0,Active,0,0
888,141863,2180539,146713,-11,12.0,7.0,Active,0,0
889,142009,2363613,447813,-10,12.0,8.0,Active,0,0
890,142054,2357106,364183,-6,12.0,6.0,Active,0,0
891,142417,1989266,252540,-82,6.0,4.0,Active,0,0
892,142728,2632226,427667,-6,24.0,20.0,Active,0,0
893,142883,1736070,429644,-3,18.0,7.0,Active,0,0
894,142893,2580256,110343,-6,36.0,32.0,Active,0,0
895,143014,2357425,181084,-19,24.0,22.0,Active,0,0
896,143093,1815487,186935,-10,12.0,10.0,Active,0,0
897,143182,2593745,228207,-5,4.0,0.0,Completed,0,0
898,143223,1161723,240183,-61,12.0,9.0,Active,0,0
899,143276,2809323,330795,-38,12.0,2.0,Active,0,0
900,143523,1831280,317843,-5,24.0,20.0,Active,0,0
901,143588,1559878,252782,-19,30.0,24.0,Active,0,0
902,143594,2194792,152680,-19,36.0,36.0,Active,0,0
903,143992,1877711,410660,-44,12.0,0.0,Completed,0,0
904,144126,1028120,380513,-52,6.0,3.0,Active,0,0
905,144545,1003644,279854,-48,24.0,24.0,Active,0,0
906,144715,1092548,223606,-34,60.0,57.0,Active,0,0
907,144900,1561536,308082,-24,12.0,9.0,Active,0,0
