,index,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
83,13596,2265396,330840,Cash loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-86,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
84,13915,1235311,200663,Cash loans,16471.665,112500.0,137691.0,,112500.0,FRIDAY,15,Y,1,,,,XNA,Approved,-971,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Country-wide,50,Connectivity,12.0,high,Cash Street: high,365243.0,-941.0,-611.0,-611.0,-605.0,1.0
85,14245,1086929,117171,Consumer loans,3097.035,28701.0,25830.0,2871.0,28701.0,FRIDAY,8,Y,1,0.1089432423957353,,,XAP,Approved,-1756,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,2200,Consumer electronics,12.0,high,POS household with interest,365243.0,-1723.0,-1393.0,-1393.0,-1383.0,0.0
86,14475,2188287,363136,Cash loans,,0.0,0.0,,,THURSDAY,9,Y,1,,,,XNA,Canceled,-440,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
87,14611,2649797,424838,Cash loans,,0.0,0.0,,,MONDAY,8,Y,1,,,,XNA,Canceled,-47,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
88,14680,2510609,129631,Cash loans,,0.0,0.0,,,SUNDAY,17,Y,1,,,,XNA,Canceled,-522,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
89,14802,1272227,247537,Cash loans,33487.92,679500.0,760225.5,,679500.0,THURSDAY,15,Y,1,,,,XNA,Refused,-104,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
90,14987,1863351,364416,Consumer loans,35198.415,412641.0,409284.0,41265.0,412641.0,SUNDAY,17,Y,1,0.0997479438721124,,,XAP,Refused,-1859,Cash through the bank,LIMIT,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1800,Consumer electronics,16.0,middle,POS household with interest,,,,,,
91,15219,1525449,192451,Consumer loans,8887.77,106650.0,93852.0,12798.0,106650.0,WEDNESDAY,11,Y,1,0.13069090909090908,,,XAP,Approved,-2688,Cash through the bank,XAP,,New,Furniture,POS,XNA,Stone,160,Furniture,12.0,low_normal,POS industry without interest,365243.0,-2652.0,-2322.0,-2322.0,-2320.0,0.0
92,15493,2094987,131528,Revolving loans,11250.0,0.0,225000.0,,,THURSDAY,10,Y,1,,,,XAP,Approved,-893,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,-884.0,-852.0,365243.0,365243.0,365243.0,0.0
93,15499,1839880,455206,Consumer loans,4608.225,36967.5,38601.0,1845.0,36967.5,MONDAY,9,Y,1,0.04968038192337258,,,XAP,Approved,-1410,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,15,Connectivity,12.0,high,POS mobile with interest,365243.0,-1379.0,-1049.0,-1049.0,-1040.0,0.0
94,15574,1791793,154155,Cash loans,14090.31,225000.0,269104.5,,225000.0,THURSDAY,8,Y,1,,,,Other,Refused,-294,Cashless from the account of the employer,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),2,XNA,36.0,middle,Cash Street: middle,,,,,,
95,15934,2003098,139201,Consumer loans,6028.38,30145.5,27130.5,3015.0,30145.5,MONDAY,13,Y,1,0.10892534842378096,,,XAP,Approved,-2625,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,5.0,middle,POS household without interest,365243.0,-2585.0,-2465.0,-2495.0,-2486.0,0.0
96,15998,1817342,367137,Consumer loans,13716.405,77638.5,77638.5,0.0,77638.5,FRIDAY,13,Y,1,0.0,,,XAP,Approved,-705,Cash through the bank,XAP,,New,Furniture,POS,XNA,Stone,60,Furniture,6.0,low_normal,POS industry with interest,365243.0,-661.0,-511.0,-511.0,-507.0,0.0
97,16158,1985100,455133,Consumer loans,12110.67,142470.0,128223.0,14247.0,142470.0,SUNDAY,12,Y,1,0.1089090909090909,,,XAP,Approved,-727,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Regional / Local,1700,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-696.0,-366.0,-366.0,-363.0,0.0
98,16174,2676216,124755,Consumer loans,9263.385,89995.5,89014.5,9000.0,89995.5,TUESDAY,10,Y,1,0.10000375640153428,,,XAP,Approved,-1287,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,135,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1256.0,-926.0,-986.0,-981.0,0.0
99,16206,1698906,151762,Cash loans,,0.0,0.0,,,FRIDAY,12,Y,1,,,,XNA,Canceled,-307,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
100,16253,1294974,267019,Consumer loans,4159.35,29200.5,31203.0,810.0,29200.5,FRIDAY,13,Y,1,0.027556418841209386,,,XAP,Approved,-2172,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,21,Connectivity,12.0,high,POS mobile with interest,365243.0,-2141.0,-1811.0,-1841.0,-1834.0,0.0
101,16430,2362388,454966,Consumer loans,16626.555,98955.0,89055.0,9900.0,98955.0,MONDAY,17,Y,1,0.10895861755343343,,,XAP,Approved,-1218,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Stone,200,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1187.0,-1037.0,-1067.0,-1064.0,0.0
102,16586,2344084,177070,Cash loans,42336.225,1251000.0,1396314.0,,1251000.0,FRIDAY,11,Y,1,,,,XNA,Refused,-188,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_action,Cash X-Sell: low,,,,,,
103,16879,2089096,275444,Consumer loans,,24916.5,24916.5,0.0,24916.5,FRIDAY,10,Y,1,0.0,,,XAP,Unused offer,-901,Cash through the bank,CLIENT,,Repeater,Photo / Cinema Equipment,XNA,XNA,Country-wide,25,Connectivity,,XNA,POS mobile with interest,,,,,,
104,16882,1001156,320745,Consumer loans,7516.62,20695.5,21240.0,0.0,20695.5,FRIDAY,10,Y,1,0.0,,,XAP,Approved,-620,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,4000,Consumer electronics,3.0,middle,POS household with interest,365243.0,-589.0,-529.0,-559.0,-555.0,0.0
105,16951,2201529,404994,Cash loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XNA,Canceled,-77,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
106,17135,2278717,206292,Revolving loans,,0.0,0.0,,,FRIDAY,10,Y,1,,,,XAP,Canceled,-418,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
107,17227,1737791,143278,Consumer loans,,45315.0,45315.0,0.0,45315.0,FRIDAY,13,Y,1,0.0,,,XAP,Unused offer,-1160,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,62,Connectivity,,XNA,POS mobile with interest,,,,,,
108,17354,2636088,342349,Consumer loans,12449.52,133650.0,120285.0,13365.0,133650.0,WEDNESDAY,9,Y,1,0.1089090909090909,,,XAP,Approved,-2154,XNA,XAP,Family,New,Computers,POS,XNA,Stone,62,Consumer electronics,12.0,middle,POS household with interest,365243.0,-2117.0,-1787.0,-1877.0,-1870.0,0.0
109,17497,1837670,435915,Cash loans,,0.0,0.0,,,WEDNESDAY,8,Y,1,,,,XNA,Canceled,-26,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
110,17512,2392778,403860,Consumer loans,9281.52,78745.5,87061.5,0.0,78745.5,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-885,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1810,Consumer electronics,12.0,middle,POS household with interest,365243.0,-854.0,-524.0,-764.0,-758.0,0.0
111,17566,1826660,341715,Cash loans,,0.0,0.0,,,MONDAY,8,Y,1,,,,XNA,Canceled,-196,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
112,17678,1655964,199136,Consumer loans,26949.24,146241.0,152514.0,0.0,146241.0,SUNDAY,15,Y,1,0.0,,,XAP,Approved,-931,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1079,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-900.0,-750.0,-750.0,-742.0,0.0
113,18039,2738871,201201,Cash loans,,0.0,0.0,,,TUESDAY,8,Y,1,,,,XNA,Canceled,-287,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
114,18082,1103264,315682,Consumer loans,7694.28,75910.5,75910.5,0.0,75910.5,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-762,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,35,Connectivity,14.0,high,POS mobile with interest,365243.0,-729.0,-339.0,-339.0,-330.0,0.0
115,18213,1258368,241264,Consumer loans,3013.38,29317.5,25132.5,4185.0,29317.5,THURSDAY,19,Y,1,0.15546501081420502,,,XAP,Approved,-2274,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,75,Connectivity,12.0,high,POS mobile with interest,365243.0,-2235.0,-1905.0,-2145.0,-2138.0,0.0
116,18237,1638060,323041,Revolving loans,9000.0,0.0,90000.0,,,MONDAY,18,N,1,,,,XAP,Refused,-2496,XNA,SCO,,Repeater,XNA,Cards,x-sell,Country-wide,16,Connectivity,0.0,XNA,Card Street,,,,,,
117,18420,1229338,121850,Consumer loans,7361.82,34011.0,35806.5,0.0,34011.0,SATURDAY,15,Y,1,0.0,,,XAP,Refused,-1313,Cash through the bank,LIMIT,Unaccompanied,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,60,Connectivity,6.0,high,POS mobile with interest,,,,,,
118,18430,1032869,383428,Revolving loans,9000.0,180000.0,180000.0,,180000.0,MONDAY,6,Y,1,,,,XAP,Approved,-361,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-361.0,-315.0,365243.0,365243.0,365243.0,0.0
119,18447,1358689,420258,Cash loans,9407.52,198000.0,237204.0,,198000.0,TUESDAY,6,Y,1,,,,XNA,Approved,-429,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-399.0,651.0,365243.0,365243.0,1.0
120,18771,1211739,214882,Consumer loans,8804.61,88059.15,79249.5,8809.65,88059.15,MONDAY,17,Y,1,0.10895528434322524,,,XAP,Approved,-2668,XNA,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,56,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2633.0,-2363.0,-2363.0,-2361.0,0.0
121,19260,2214652,451528,Consumer loans,22098.645,121050.0,121050.0,0.0,121050.0,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-253,Cash through the bank,XAP,Unaccompanied,XNA,Consumer Electronics,POS,XNA,Stone,100,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-222.0,-72.0,-222.0,-218.0,0.0
122,19288,1093638,421980,Cash loans,,0.0,0.0,,,MONDAY,15,Y,1,,,,XNA,Canceled,-190,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
123,19456,1349584,311820,Revolving loans,,0.0,0.0,,,FRIDAY,7,Y,1,,,,XAP,Canceled,-192,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
124,19542,1636739,129329,Consumer loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XAP,Canceled,-677,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,POS other with interest,,,,,,
125,19938,1294387,289989,Cash loans,22778.235,270000.0,292455.0,0.0,270000.0,THURSDAY,15,Y,1,0.0,,,Other,Approved,-2170,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle,365243.0,-2134.0,-1624.0,-1804.0,-1796.0,0.0
126,20076,1396319,176236,Cash loans,14352.345,135000.0,171409.5,,135000.0,FRIDAY,13,Y,1,,,,XNA,Approved,-1001,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,365243.0,-971.0,-461.0,-911.0,-894.0,1.0
127,20454,2539835,323969,Cash loans,12178.215,90000.0,109156.5,0.0,90000.0,THURSDAY,15,Y,1,0.0,,,XNA,Approved,-1905,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-1875.0,-1545.0,-1695.0,-1692.0,1.0
128,20657,2498527,284706,Cash loans,48482.64,765000.0,843763.5,,765000.0,FRIDAY,11,Y,1,,,,XNA,Approved,-969,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,,,,,,
129,20664,2058918,167471,Consumer loans,7058.655,62136.0,62136.0,0.0,62136.0,TUESDAY,7,Y,1,0.0,,,XAP,Approved,-1434,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,59,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-1396.0,-1126.0,-1126.0,-1121.0,0.0
130,21118,1319526,183425,Cash loans,23008.14,305441.505,407510.505,,305441.505,THURSDAY,10,Y,1,,,,XNA,Approved,-1090,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash Street: middle,365243.0,-1060.0,-190.0,-190.0,-184.0,1.0
131,21440,2595026,200838,Cash loans,,0.0,0.0,,,SATURDAY,10,Y,1,,,,XNA,Canceled,-419,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
132,21901,1351959,207288,Cash loans,25201.8,517500.0,599472.0,,517500.0,MONDAY,9,Y,1,,,,XNA,Refused,-953,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,,,,,,
133,21902,2289693,207288,Cash loans,22817.205,292500.0,316246.5,,292500.0,THURSDAY,11,Y,1,,,,XNA,Refused,-1174,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,,,,,,
134,22071,1136852,435229,Consumer loans,16896.06,180900.0,180900.0,0.0,180900.0,SATURDAY,16,Y,1,0.0,,,XAP,Approved,-1253,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,53,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-1222.0,-892.0,-892.0,-888.0,0.0
135,22136,2177663,235571,Consumer loans,4046.805,45082.98,34677.0,13528.98,45082.98,FRIDAY,15,Y,1,0.30565272456389697,,,XAP,Approved,-2500,XNA,XAP,,New,Mobile,POS,XNA,Stone,40,Connectivity,12.0,high,POS household with interest,365243.0,-2465.0,-2135.0,-2195.0,-2190.0,1.0
136,22139,1796883,127448,Consumer loans,51610.32,515362.5,463824.0,51538.5,515362.5,FRIDAY,18,Y,1,0.10891384572641938,,,XAP,Approved,-334,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Regional / Local,100,Clothing,10.0,low_normal,POS industry without interest,365243.0,-304.0,-34.0,-34.0,-31.0,0.0
137,22217,2514829,112676,Cash loans,,0.0,0.0,,,SUNDAY,4,Y,1,,,,XNA,Canceled,-363,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
138,22352,1465090,234228,Consumer loans,12079.35,131899.5,131899.5,0.0,131899.5,TUESDAY,19,Y,1,0.0,,,XAP,Approved,-1312,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,1700,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1280.0,-950.0,-980.0,-977.0,0.0
139,22389,1119664,132253,Cash loans,,0.0,0.0,,,FRIDAY,12,Y,1,,,,XNA,Canceled,-49,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
140,22499,2707048,296696,Cash loans,17582.625,135000.0,163255.5,,135000.0,MONDAY,18,Y,1,,,,XNA,Approved,-900,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-870.0,-540.0,-780.0,-775.0,1.0
141,22525,2629325,147040,Consumer loans,5014.665,39100.5,42970.5,0.0,39100.5,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-2573,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,12.0,high,POS mobile with interest,365243.0,-2542.0,-2212.0,-2212.0,-2208.0,1.0
142,22564,2764592,402203,Consumer loans,11063.7,245587.5,245587.5,0.0,245587.5,WEDNESDAY,16,Y,1,0.0,,,XAP,Approved,-388,XNA,XAP,,New,Homewares,POS,XNA,Country-wide,52,Industry,24.0,low_action,POS industry without interest,365243.0,-350.0,340.0,365243.0,365243.0,0.0
143,22752,1205147,224379,Cash loans,17470.125,495000.0,593010.0,,495000.0,SATURDAY,8,Y,1,,,,XNA,Approved,-341,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-311.0,1459.0,365243.0,365243.0,1.0
144,22821,1973211,242192,Consumer loans,12217.815,65205.0,60876.0,7200.0,65205.0,THURSDAY,11,Y,1,0.11518676986683332,,,XAP,Approved,-2485,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,50,Connectivity,6.0,low_normal,POS mobile with interest,365243.0,-2454.0,-2304.0,-2304.0,-2300.0,1.0
145,23007,1221286,188421,Cash loans,15712.83,274500.0,311638.5,,274500.0,WEDNESDAY,7,Y,1,,,,XNA,Approved,-610,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-580.0,290.0,-430.0,-424.0,1.0
146,23200,2056185,300212,Cash loans,62916.3,850500.0,899896.5,,850500.0,TUESDAY,14,Y,1,,,,XNA,Approved,-912,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,365243.0,-882.0,-192.0,-222.0,365243.0,1.0
147,23299,2043400,328968,Cash loans,,0.0,0.0,,,SUNDAY,7,Y,1,,,,XNA,Canceled,-424,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
148,23660,2368434,130316,Cash loans,65110.14,630000.0,651622.5,,630000.0,WEDNESDAY,6,Y,1,,,,XNA,Approved,-1350,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1320.0,-990.0,-990.0,-982.0,1.0
149,23982,1551488,348829,Consumer loans,3111.93,15948.0,16803.0,1597.5,15948.0,SATURDAY,10,Y,1,0.0945530136285822,,,XAP,Approved,-1778,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1747.0,-1597.0,-1597.0,-1588.0,0.0
150,24015,1975235,341177,Consumer loans,4299.975,25596.0,21478.5,5130.0,25596.0,TUESDAY,14,Y,1,0.20997186476638524,,,XAP,Approved,-1375,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,21,Connectivity,6.0,high,POS mobile with interest,365243.0,-1344.0,-1194.0,-1194.0,-1188.0,0.0
151,24172,2136442,308327,Consumer loans,10123.245,86737.5,84150.0,9000.0,86737.5,WEDNESDAY,16,Y,1,0.10522617479139222,,,XAP,Approved,-2141,Cash through the bank,XAP,Children,New,Computers,POS,XNA,Regional / Local,140,Consumer electronics,10.0,middle,POS household with interest,365243.0,-2103.0,-1833.0,-1833.0,-1829.0,0.0
152,24442,2223908,336956,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-171,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
153,24550,2356129,424359,Revolving loans,6750.0,0.0,135000.0,,,MONDAY,15,Y,1,,,,XAP,Approved,-2752,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,25,Connectivity,0.0,XNA,Card Street,-2751.0,-2717.0,365243.0,-2078.0,365243.0,0.0
154,24788,2025346,268851,Revolving loans,5625.0,112500.0,112500.0,,112500.0,MONDAY,12,Y,1,,,,XAP,Refused,-177,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
155,24980,1435469,385910,Consumer loans,5849.415,58500.0,52650.0,5850.0,58500.0,THURSDAY,15,Y,1,0.1089090909090909,,,XAP,Approved,-2708,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,70,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2673.0,-2403.0,-2403.0,-2397.0,0.0
156,25410,1356244,264078,Cash loans,34874.325,337500.0,441391.5,,337500.0,WEDNESDAY,14,Y,1,,,,Repairs,Approved,-640,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,365243.0,-610.0,80.0,-550.0,-545.0,1.0
157,25537,1847157,171603,Consumer loans,13834.62,141417.0,127273.5,14143.5,141417.0,THURSDAY,6,Y,1,0.10892295320030317,,,XAP,Approved,-2694,XNA,XAP,Family,New,Computers,POS,XNA,Stone,179,Consumer electronics,12.0,high,POS household with interest,365243.0,-2662.0,-2332.0,-2422.0,-2404.0,0.0
158,25655,1081925,142254,Cash loans,13114.98,112500.0,119925.0,0.0,112500.0,THURSDAY,8,Y,1,0.0,,,XNA,Approved,-2309,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-2279.0,-1949.0,-1949.0,-1942.0,1.0
159,25773,2785567,290813,Revolving loans,2250.0,45000.0,45000.0,,45000.0,THURSDAY,14,Y,1,,,,XAP,Approved,-379,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,70,Connectivity,0.0,XNA,Card Street,-326.0,-299.0,365243.0,365243.0,365243.0,0.0
160,26266,2404388,297313,Consumer loans,6005.925,30555.0,32170.5,0.0,30555.0,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-815,Cash through the bank,XAP,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,25,Connectivity,6.0,middle,POS mobile with interest,365243.0,-784.0,-634.0,-694.0,-689.0,0.0
161,26586,1778544,151900,Cash loans,12897.0,450000.0,450000.0,,450000.0,WEDNESDAY,13,Y,1,,,,Repairs,Refused,-908,Cash through the bank,LIMIT,Other_B,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
162,26649,2309476,258259,Consumer loans,6806.88,151096.5,151096.5,0.0,151096.5,MONDAY,15,Y,1,0.0,,,XAP,Approved,-1095,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Regional / Local,105,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1062.0,-372.0,-912.0,-905.0,0.0
163,26727,2505467,258259,Consumer loans,15112.62,151155.0,136039.5,15115.5,151155.0,FRIDAY,11,Y,1,0.1089090909090909,,,XAP,Approved,-888,XNA,XAP,Unaccompanied,Repeater,Homewares,POS,XNA,Regional / Local,118,Construction,10.0,low_normal,POS other with interest,365243.0,-852.0,-582.0,-852.0,-844.0,0.0
164,26915,1648582,434006,Consumer loans,3726.09,21982.5,18522.0,4500.0,21982.5,SATURDAY,12,Y,1,0.21287938019759747,,,XAP,Approved,-110,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,6.0,high,POS mobile with interest,365243.0,-78.0,72.0,365243.0,365243.0,0.0
165,26991,1119165,330245,Revolving loans,,0.0,0.0,,,THURSDAY,7,Y,1,,,,XAP,Canceled,-469,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
166,27002,1310444,225072,Consumer loans,6426.9,88276.5,62397.0,31500.0,88276.5,SUNDAY,6,Y,1,0.3653616583742145,,,XAP,Approved,-1402,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,2775,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1361.0,-1031.0,-1121.0,-1115.0,0.0
167,27218,1774964,424359,Consumer loans,24829.695,224018.46,219343.5,22499.46,224018.46,SUNDAY,14,Y,1,0.10132177238260123,,,XAP,Approved,-2018,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,123,Consumer electronics,12.0,high,POS household with interest,365243.0,-1987.0,-1657.0,-1657.0,-1654.0,0.0
168,27283,1947039,386141,Consumer loans,10766.925,43335.0,40374.0,4333.5,43335.0,THURSDAY,11,Y,1,0.105565631147916,,,XAP,Approved,-749,Cash through the bank,XAP,,New,Furniture,POS,XNA,Stone,160,Furniture,4.0,middle,POS industry with interest,365243.0,-718.0,-628.0,-658.0,-648.0,0.0
169,27586,2423478,131528,Cash loans,8024.715,225000.0,299250.0,,225000.0,TUESDAY,16,Y,1,,,,Repairs,Refused,-188,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
